customer_id,age,salary_net_income,social_security_net_income,self_employed_net_income,salary_frequency,months_current_job,total_experience_months,current_bankruptcy_status,ever_bankrupt,loan_id,loan_amount,interest_rate,tenure,tenure_type,fee,recurring_payment_amount,total_due,no_of_days_since_last_payment,missed_payments,on_time_payments,penalty,current_due,current_delinquent,current_default,past_collection_success,past_delinquencies,credit_score,past_to_be_collected,past_collection_amount,collectibility_score,refinance,extended_payment_plan,settlement_plans_with_waive_off,accepted_option,promised_to_pay,promised_to_pay_status,expected_collection_amount
C1615,49,570,0,0,weekly,9.0,21.0,False,False,2614,128,24.47,13,monthly,50,11.31,197.03,59,1,7,69.54,187.4,True,False,True,11,443,8449,4205,69.04,False,True,True,Extended_payment_plan,Yes,Partially kept,4205.0
C1616,23,0,3775,0,,,,False,False,2615,4175,13.63,10,monthly,100,444.02,4540.2,186,6,3,2887.33,6095.47,True,True,False,12,356,8614,0,34.97,True,False,False,Refinance,No,not kept,0.0
C1617,93,0,4120,0,,,,False,False,2616,2187,10.04,19,biweekly,100,119.6,2372.4,192,13,3,1812.24,3825.84,True,True,False,18,664,555,0,54.75,True,True,True,Settlement_plans_with_waive_off,No,not kept,0.0
C1618,80,0,1756,0,,,,False,False,2617,1581,12.71,17,weekly,100,95.06,1716.02,49,7,4,654.53,1990.31,True,False,,7,611,0,0,47.43,False,False,False,Refinance,,,1202.86
C1619,32,1645,0,0,biweekly,81.0,121.0,False,False,2618,1851,16.3,12,weekly,100,157.41,1988.92,84,12,0,1670.69,3659.61,True,False,,7,335,0,0,50.11,False,False,False,Refinance,,,854.14
C1620,87,4950,0,3684,weekly,15.0,380.0,False,False,2619,4102,11.92,14,weekly,100,298.06,4272.84,6,0,12,41.77,737.89,False,False,True,18,697,3639,1152,93.85,False,False,True,Settlement_plans_with_waive_off,No,Partially kept,1152.0
C1621,23,4933,0,646,biweekly,21.0,30.0,False,False,2620,4474,23.48,25,weekly,100,189.65,4841.25,100,14,11,2479.59,5234.69,True,True,True,6,563,3484,3401,49.79,True,False,True,Settlement_plans_with_waive_off,Yes,Partially kept,3401.0
C1622,23,1356,0,0,monthly,0.0,0.0,False,False,2621,4614,12.67,8,monthly,100,604.49,4935.92,147,4,3,2810.2,5932.65,True,True,True,4,580,7573,685,20.01,False,True,True,Extended_payment_plan,No,Partially kept,685.0
C1623,62,2966,0,0,biweekly,87.0,213.0,False,False,2622,2239,14.75,11,monthly,100,218.86,2507.46,128,4,7,877.9,1853.34,True,True,,12,772,0,0,67.85,False,False,False,Refinance,,,1129.52
C1624,97,0,2185,0,,,,False,False,2623,1952,28.26,13,monthly,100,176.06,2388.78,261,8,4,1516.09,3200.63,True,True,,4,610,0,0,43.05,False,False,False,Refinance,,,1092.07
C1625,95,1426,0,0,biweekly,43.0,861.0,False,False,2624,352,16.81,19,monthly,50,21.23,453.37,470,15,4,331.6,700.05,True,True,True,16,462,236,209,79.39,False,True,True,Extended_payment_plan,No,Partially kept,209.0
C1626,68,2619,0,0,weekly,14.0,569.0,False,False,2625,109,12.44,6,biweekly,50,18.47,160.82,49,3,2,60.7,184.58,True,False,False,5,538,849,0,76.73,True,False,True,Settlement_plans_with_waive_off,No,not kept,0.0
C1627,94,2029,0,0,monthly,31.0,401.0,False,False,2626,750,26.66,7,monthly,50,116.87,868.09,207,6,1,676.1,1427.32,True,True,False,5,749,945,0,69.35,True,False,False,Refinance,Yes,not kept,0.0
C1628,95,1526,0,0,monthly,24.0,229.0,False,False,2627,584,26.67,9,biweekly,50,68.26,664.34,61,4,2,321.97,849.79,True,False,False,7,656,9454,0,66.67,False,True,False,Extended_payment_plan,No,not kept,0.0
C1629,75,0,2040,0,,,,False,True,2628,1622,25.06,20,weekly,100,85.27,1805.4,25,3,17,88.95,444.76,True,False,,18,825,0,0,47.49,False,False,False,Refinance,,,1097.85
C1630,67,3498,0,1160,biweekly,56.0,65.0,False,False,2629,4881,25.99,13,weekly,100,388.73,5153.49,71,10,2,3106.98,7483.01,True,False,,11,453,0,0,45.45,False,False,False,Refinance,,,897.66
C1631,50,0,4631,0,,,,False,False,2630,4079,29.54,15,monthly,100,328.52,5027.8,158,5,4,3342.35,7056.07,True,True,,7,390,0,0,43.04,False,False,False,Refinance,,,1302.02
C1632,63,4345,0,0,monthly,192.0,266.0,False,False,2631,2227,27.12,12,monthly,100,213.96,2667.52,34,1,6,470.48,1854.24,True,False,,14,411,0,0,87.33,False,False,False,Refinance,,,1045.47
C1633,95,0,2275,0,,,,False,True,2632,2024,29.52,13,biweekly,100,168.35,2288.55,181,12,1,1908.18,4028.38,True,True,,13,356,0,0,42.95,False,False,False,Refinance,,,1391.54
C1634,24,1174,0,0,monthly,32.0,67.0,False,False,2633,2450,21.56,11,monthly,100,247.45,2821.95,93,3,8,758.11,1600.46,True,True,,11,723,0,0,35.78,False,False,False,Refinance,,,1236.37
C1635,43,919,0,3793,biweekly,46.0,192.0,False,False,2634,3184,20.66,11,monthly,100,320.21,3622.31,152,5,1,2971.89,6273.99,True,True,False,5,419,8474,0,55.83,False,True,False,Extended_payment_plan,No,not kept,0.0
C1636,75,775,0,0,weekly,84.0,580.0,False,False,2635,454,18.43,20,weekly,50,23.55,521.0,64,9,5,258.08,661.33,True,False,,13,500,0,0,73.45,False,False,False,Refinance,,,869.01
C1637,100,2833,0,0,weekly,64.0,965.0,False,False,2636,1615,16.14,15,biweekly,100,113.09,1796.35,104,7,5,1107.81,2338.71,True,True,True,8,380,5120,2799,77.09,False,False,True,Settlement_plans_with_waive_off,No,Partially kept,2799.0
C1638,43,0,2754,0,,,,False,False,2637,4187,20.54,24,biweekly,100,192.21,4713.04,260,18,1,4068.75,8589.58,True,True,False,9,326,481,0,22.3,True,False,True,Refinance,Yes,not kept,0.0
C1639,92,0,3590,0,,,,False,False,2638,1107,19.3,19,biweekly,100,62.68,1290.92,122,8,7,766.94,1619.1,True,True,True,2,704,7094,5087,64.77,True,False,False,Refinance,No,Partially kept,5087.0
C1640,27,4175,0,0,weekly,57.0,85.0,False,False,2639,155,23.68,9,biweekly,50,18.02,212.18,38,2,1,73.78,267.94,True,False,True,7,495,5908,5283,75.47,True,False,True,Refinance,No,Partially kept,5283.0
C1641,90,1741,0,0,weekly,37.0,504.0,False,False,2640,4537,13.6,22,weekly,100,212.49,4774.78,106,15,2,3914.82,8264.62,True,True,,11,503,0,0,38.68,False,False,False,Settlement_plans_with_waive_off,,,866.09
C1642,53,1580,0,0,biweekly,28.0,251.0,False,False,2641,770,10.25,7,monthly,50,113.79,846.53,71,2,4,277.87,669.24,True,False,True,3,726,9835,3282,78.51,False,True,False,Extended_payment_plan,No,Partially kept,3282.0
C1643,94,1179,0,0,weekly,2.0,17.0,False,False,2642,3275,28.92,15,weekly,100,228.17,3522.55,85,12,2,2606.28,5672.49,True,False,,6,396,0,0,23.16,False,False,False,Refinance,,,689.65
C1644,30,0,4334,471,,,,False,False,2643,2202,12.36,19,weekly,100,118.67,2354.73,125,17,1,2012.45,4248.51,True,True,,1,623,0,0,68.1,False,False,False,Refinance,,,1305.81
C1645,81,4233,0,0,monthly,53.0,306.0,False,False,2644,1004,27.84,11,weekly,100,94.23,1136.53,0,0,2,0.0,948.07,False,False,,18,804,0,0,97.68,False,False,False,Refinance,,,1436.13
C1646,95,0,4201,1984,,,,False,False,2645,3929,11.49,19,biweekly,100,216.05,4204.95,115,8,9,2034.45,4294.95,True,True,True,15,579,121,43,52.48,False,False,True,Settlement_plans_with_waive_off,No,Partially kept,43.0
C1647,98,1043,0,0,biweekly,23.0,690.0,False,False,2646,2338,27.41,7,biweekly,100,348.23,2537.61,41,2,5,326.55,1123.01,True,False,False,7,716,4164,0,35.83,False,True,True,Extended_payment_plan,No,not kept,0.0
C1648,95,2936,0,66,monthly,69.0,658.0,False,False,2647,2122,19.27,9,weekly,100,240.17,2261.53,4,0,4,52.03,1352.88,False,False,,7,543,0,0,87.48,False,False,False,Refinance,,,1072.12
C1649,49,0,4989,1880,,,,False,False,2648,3311,18.33,12,monthly,100,304.07,3748.84,85,2,8,1118.84,2435.12,True,False,True,12,524,4349,3442,68.91,True,False,True,Settlement_plans_with_waive_off,No,Partially kept,3442.0
C1650,30,4528,0,4499,biweekly,3.0,39.0,False,False,2649,1250,21.87,15,biweekly,100,89.05,1435.75,196,14,1,1212.03,2558.73,True,True,False,18,846,3313,0,58.92,False,True,True,Settlement_plans_with_waive_off,Yes,not kept,0.0
C1651,41,2995,0,3783,monthly,73.0,118.0,False,False,2650,3678,15.3,6,weekly,100,619.33,3815.98,29,4,0,1106.63,4922.61,True,False,True,12,708,2172,1681,69.24,False,False,True,Settlement_plans_with_waive_off,Yes,Partially kept,1681.0
C1652,39,0,3966,576,,,,True,True,2651,3450,20.4,9,weekly,100,390.89,3618.01,59,8,0,2134.63,5752.64,True,False,True,11,580,2042,1117,42.86,False,False,True,Settlement_plans_with_waive_off,Yes,Partially kept,1117.0
C1653,45,3379,0,0,biweekly,74.0,144.0,False,False,2652,2073,10.7,11,monthly,100,198.69,2285.59,58,1,1,1210.4,3297.3,True,False,True,7,603,7130,6934,75.33,True,False,False,Refinance,No,Partially kept,6934.0
C1654,48,2450,0,0,monthly,44.0,90.0,False,False,2653,1510,14.19,7,weekly,100,218.08,1626.56,46,6,1,647.9,2056.38,True,False,True,5,827,7076,3286,59.86,True,False,True,Refinance,Yes,Partially kept,3286.0
C1655,66,1919,0,0,weekly,64.0,213.0,False,False,2654,1265,17.25,21,monthly,100,70.22,1574.62,394,13,8,911.57,1924.43,True,True,False,14,511,8208,0,57.36,True,False,False,Refinance,No,not kept,0.0
C1656,78,1630,0,2574,weekly,77.0,525.0,False,False,2655,3190,22.44,13,biweekly,100,260.46,3485.98,171,12,0,3137.38,6623.36,True,True,,11,544,0,0,64.22,False,False,False,Refinance,,,1291.49
C1657,34,0,2694,0,,,,False,False,2656,2508,18.21,22,weekly,100,118.65,2710.3,33,4,15,307.08,1237.63,True,False,True,9,623,6359,6297,46.75,True,False,True,Refinance,Yes,Partially kept,6297.0
C1658,80,0,1123,455,,,,False,False,2657,3322,22.28,17,biweekly,100,210.83,3684.11,1,0,6,24.19,2443.32,False,False,True,4,608,3155,233,40.13,True,True,True,Settlement_plans_with_waive_off,Yes,Partially kept,233.0
C1659,90,4728,0,0,monthly,68.0,751.0,False,False,2658,2874,10.0,8,weekly,100,362.37,2998.96,32,4,1,843.71,3480.3,True,False,True,2,538,7991,2735,76.01,False,True,False,Extended_payment_plan,Yes,Partially kept,2735.0
C1660,86,793,0,1655,biweekly,16.0,16.0,False,False,2659,1383,11.93,21,biweekly,100,69.23,1553.83,40,2,14,233.84,818.45,True,False,False,15,577,6884,0,58.44,True,False,False,Refinance,No,not kept,0.0
C1661,47,0,4192,0,,,,False,False,2660,1217,21.5,12,monthly,100,113.61,1463.32,59,1,6,461.18,1242.84,True,False,False,19,612,6185,0,63.18,False,False,True,Settlement_plans_with_waive_off,No,not kept,0.0
C1662,82,1868,0,0,biweekly,28.0,532.0,False,False,2661,4846,27.29,11,biweekly,100,468.77,5256.47,91,6,2,3887.04,8205.97,True,True,,2,341,0,0,40.67,False,False,False,Extended_payment_plan,,,1147.57
C1663,37,924,0,0,weekly,29.0,31.0,False,False,2662,2948,10.67,12,weekly,100,248.96,3087.52,47,6,3,1100.1,3440.74,True,False,True,18,664,5678,5340,33.71,True,True,False,Extended_payment_plan,No,Partially kept,5340.0
C1664,67,0,2035,0,,,,False,False,2663,1815,22.81,14,weekly,100,133.95,1975.3,51,7,1,939.09,2780.44,True,False,False,2,577,5154,0,40.92,True,True,False,Refinance,Yes,not kept,0.0
C1665,99,3683,0,0,weekly,85.0,681.0,False,False,2664,340,25.81,6,biweekly,50,58.65,401.9,8,0,5,8.69,117.34,False,False,True,8,680,2310,1747,100.0,False,True,True,Extended_payment_plan,Yes,Partially kept,1747.0
C1666,65,630,0,0,weekly,10.0,552.0,False,False,2665,2185,13.42,20,biweekly,100,115.27,2405.4,215,15,3,1853.63,3913.22,True,True,,6,795,0,0,32.96,False,False,False,Refinance,,,1414.37
C1667,88,0,1397,0,,,,False,False,2666,2031,10.34,25,biweekly,100,85.51,2237.75,63,4,16,547.84,1417.43,True,False,True,9,792,8978,8588,40.96,False,True,False,Extended_payment_plan,No,Partially kept,8588.0
C1668,52,4587,0,0,biweekly,87.0,192.0,False,False,2667,4936,10.27,19,weekly,100,264.95,5134.05,101,14,5,3428.37,7237.67,True,True,True,14,660,2831,2050,53.96,True,True,False,Refinance,No,Partially kept,2050.0
C1669,42,2275,0,0,monthly,90.0,275.0,False,False,2668,4038,17.96,21,biweekly,100,207.23,4451.83,107,7,3,3447.13,7277.27,True,True,False,18,742,1648,0,36.33,True,True,False,Refinance,No,not kept,0.0
C1670,25,4893,0,0,biweekly,23.0,30.0,False,False,2669,1916,26.48,17,biweekly,100,123.32,2196.44,78,5,12,558.95,1275.55,True,False,,11,552,0,0,70.67,False,False,False,Refinance,,,927.65
C1671,29,0,3897,0,,,,False,False,2670,4630,13.48,23,weekly,100,207.63,4875.49,34,4,2,1516.48,5976.71,True,False,True,5,569,8364,4584,33.69,True,False,False,Refinance,Yes,Partially kept,4584.0
C1672,21,1930,0,0,weekly,18.0,34.0,False,False,2671,4287,24.0,22,biweekly,100,216.21,4856.62,93,6,7,3008.83,6351.98,True,True,False,10,673,548,0,22.57,True,False,True,Refinance,Yes,not kept,0.0
C1673,88,961,0,0,monthly,82.0,819.0,False,False,2672,3472,29.54,15,monthly,100,279.63,4294.45,403,13,1,3613.34,7628.16,True,True,False,12,610,3562,0,31.96,True,True,False,Refinance,Yes,not kept,0.0
C1674,100,0,3994,0,,,,False,False,2673,2310,17.0,11,biweekly,100,218.33,2501.63,117,8,0,2251.47,4753.1,True,True,,0,600,0,0,70.17,False,False,False,Refinance,,,1898.45
C1675,67,4090,0,0,biweekly,5.0,155.0,False,False,2674,2950,23.15,11,weekly,100,275.4,3129.4,75,10,0,2347.05,5476.45,True,False,True,1,302,6129,2965,57.63,True,False,True,Settlement_plans_with_waive_off,No,Partially kept,2965.0
C1676,71,1257,0,2033,weekly,30.0,307.0,False,False,2675,4331,21.05,18,monthly,100,282.68,5188.24,291,9,3,3906.18,8246.38,True,True,False,7,629,5333,0,38.59,True,False,True,Refinance,No,not kept,0.0
C1677,25,942,0,0,monthly,13.0,21.0,False,False,2676,2925,28.67,17,biweekly,100,189.63,3323.71,173,12,0,2991.34,6315.05,True,True,False,8,371,5138,0,16.44,True,False,False,Refinance,Yes,not kept,0.0
C1678,73,2273,0,3505,monthly,39.0,76.0,False,False,2677,4758,14.84,18,weekly,100,271.56,4988.08,114,16,0,4489.27,9477.35,True,True,True,1,670,6089,3572,56.29,False,True,True,Extended_payment_plan,No,Partially kept,3572.0
C1679,74,4668,0,0,biweekly,8.0,138.0,False,False,2678,1656,12.88,24,weekly,100,71.16,1807.84,51,7,8,631.67,1870.23,True,False,False,3,742,3273,0,66.56,False,True,True,Settlement_plans_with_waive_off,Yes,not kept,0.0
C1680,95,3870,0,0,biweekly,30.0,604.0,False,False,2679,2979,10.58,16,biweekly,100,192.69,3183.04,103,7,6,1824.21,3851.11,True,True,True,2,670,4699,1813,68.31,True,True,True,Settlement_plans_with_waive_off,Yes,Partially kept,1813.0
C1681,80,3775,0,0,biweekly,69.0,119.0,False,False,2680,4865,27.0,15,monthly,100,385.74,5886.1,19,0,13,165.58,1037.06,False,False,False,13,556,9631,0,57.48,False,True,True,Extended_payment_plan,Yes,not kept,0.0
C1682,62,1463,0,0,biweekly,85.0,382.0,False,False,2681,1959,26.01,18,monthly,100,132.6,2486.8,538,17,0,2238.12,4724.92,True,True,,4,710,0,0,49.84,False,False,False,Refinance,,,1333.81
C1683,22,3349,0,0,biweekly,5.0,28.0,False,False,2682,2569,10.47,23,biweekly,100,117.17,2794.91,299,21,1,2409.97,5087.71,True,True,,2,743,0,0,52.05,False,False,False,Refinance,,,1162.8
C1684,34,734,0,3243,weekly,10.0,64.0,False,False,2683,1188,18.98,24,monthly,100,59.87,1536.88,421,14,1,1329.31,2806.32,True,True,,0,583,0,0,75.73,False,False,False,Refinance,,,1521.22
C1685,72,3140,0,0,biweekly,56.0,515.0,False,False,2684,4677,22.32,9,monthly,100,569.18,5222.62,206,6,0,4700.36,9922.98,True,True,,19,331,0,0,46.57,False,False,False,Settlement_plans_with_waive_off,,,1189.62
C1686,20,4584,0,0,weekly,1.0,3.0,False,False,2685,954,25.26,11,monthly,50,98.06,1128.66,120,4,3,751.03,1585.51,True,True,False,1,817,6517,0,65.28,True,False,True,Refinance,No,not kept,0.0
C1687,75,0,3446,0,,,,False,False,2686,483,22.47,11,weekly,50,45.06,545.66,34,4,4,124.24,489.66,True,False,,16,757,0,0,66.51,False,False,False,Refinance,,,1236.45
C1688,33,3388,0,0,biweekly,106.0,146.0,False,False,2687,1721,19.24,14,weekly,100,126.37,1869.18,36,5,7,354.45,1339.04,True,False,False,3,843,576,0,75.6,True,True,False,Refinance,Yes,not kept,0.0
C1689,30,3067,0,779,weekly,37.0,87.0,False,False,2688,2312,27.4,14,weekly,100,171.74,2504.36,64,9,2,1382.96,3543.84,True,False,,18,783,0,0,62.85,False,False,False,Refinance,,,1701.96
C1690,80,0,3943,2061,,,,False,False,2689,1509,14.29,24,biweekly,100,67.29,1714.96,226,16,6,1180.1,2491.32,True,True,,1,784,0,0,67.15,False,False,False,Refinance,,,1097.99
C1691,31,0,1797,0,,,,False,False,2690,748,27.26,8,biweekly,50,97.97,833.76,8,0,1,58.86,794.65,False,False,,14,827,0,0,80.55,False,False,False,Extended_payment_plan,,,1757.93
C1692,93,2314,0,0,weekly,50.0,584.0,False,False,2691,2894,14.43,10,monthly,100,308.88,3188.8,183,6,2,2313.94,4884.98,True,True,False,1,311,9903,0,54.29,True,True,True,Extended_payment_plan,No,not kept,0.0
C1693,19,1345,0,960,monthly,1.0,1.0,False,False,2692,456,15.36,8,monthly,50,60.33,532.64,73,2,4,212.66,503.98,True,False,True,17,561,2047,245,63.84,True,False,False,Refinance,No,Partially kept,245.0
C1694,29,3352,0,0,weekly,98.0,103.0,False,False,2693,476,14.99,6,monthly,50,82.84,547.04,171,5,0,492.34,1039.38,True,True,False,3,375,6875,0,72.21,False,False,True,Settlement_plans_with_waive_off,No,not kept,0.0
C1695,67,3660,0,0,biweekly,17.0,266.0,False,False,2694,3957,29.59,9,weekly,100,452.27,4170.43,10,1,8,55.23,607.5,True,False,,3,692,0,0,54.99,False,False,False,Refinance,,,808.03
C1696,94,630,0,2869,monthly,49.0,104.0,False,False,2695,1121,15.44,13,biweekly,100,89.86,1268.18,34,2,10,125.66,495.24,True,False,True,11,611,9552,1817,74.96,False,True,False,Extended_payment_plan,No,Partially kept,1817.0
C1697,18,2191,0,1225,monthly,0.0,0.0,False,False,2696,1533,28.93,20,biweekly,100,85.92,1818.4,152,10,9,940.61,1985.73,True,True,False,1,424,13,0,60.56,False,True,True,Settlement_plans_with_waive_off,No,not kept,0.0
C1698,46,0,1465,2863,,,,False,True,2697,4610,29.65,24,monthly,100,256.93,6266.32,6,0,17,113.91,2012.42,False,False,,4,472,0,0,52.47,False,False,False,Refinance,,,1505.55
C1699,96,2417,0,0,weekly,76.0,897.0,False,False,2698,3840,23.5,13,monthly,100,337.45,4486.85,51,1,1,2116.19,6265.59,True,False,True,0,465,1365,830,63.64,True,False,False,Refinance,No,Partially kept,830.0
C1700,27,4486,0,3136,monthly,62.0,94.0,False,False,2699,773,14.57,10,monthly,50,82.56,875.6,71,2,6,269.97,650.21,True,False,True,11,646,778,775,84.08,True,True,True,Refinance,No,Partially kept,775.0
C1701,70,724,0,679,weekly,92.0,214.0,False,False,2700,4605,21.16,20,biweekly,100,250.43,5108.6,40,2,18,240.34,841.2,True,False,False,15,454,7493,0,33.31,False,True,True,Extended_payment_plan,Yes,not kept,0.0
C1702,46,0,4036,0,,,,False,False,2701,233,14.9,10,monthly,50,24.92,299.2,198,6,1,246.85,521.13,True,True,False,8,527,6846,0,59.33,True,False,True,Refinance,No,not kept,0.0
C1703,89,1621,0,0,biweekly,55.0,270.0,False,False,2702,4494,25.0,25,weekly,100,191.21,4880.25,161,23,2,4048.05,8545.88,True,True,False,2,662,4622,0,30.96,True,False,False,Refinance,Yes,not kept,0.0
C1704,19,2923,0,2232,biweekly,4.0,7.0,False,False,2703,2134,16.84,6,monthly,100,373.34,2340.04,167,5,1,1770.03,3736.73,True,True,,15,370,0,0,63.42,False,False,False,Refinance,,,1645.95
C1705,93,1588,0,0,monthly,19.0,314.0,False,False,2704,2086,22.5,25,monthly,100,105.28,2732.0,366,12,12,1321.78,2790.42,True,True,True,16,582,4328,1794,41.02,True,True,True,Refinance,Yes,Partially kept,1794.0
C1706,36,1382,0,0,biweekly,7.0,21.0,False,False,2705,2261,15.82,19,weekly,100,122.65,2430.35,101,14,4,1745.78,3685.53,True,True,,4,778,0,0,32.52,False,False,False,Refinance,,,1313.41
C1707,73,4246,0,0,biweekly,19.0,101.0,False,False,2706,1906,15.09,20,weekly,100,98.23,2064.6,1,0,6,14.75,1489.97,False,False,False,16,780,2256,0,79.91,True,True,True,Settlement_plans_with_waive_off,No,not kept,0.0
C1708,78,0,3918,3566,,,,False,False,2707,647,23.21,10,biweekly,50,67.92,729.2,71,5,1,469.51,1130.79,True,False,True,4,614,5158,1670,59.47,False,True,False,Extended_payment_plan,No,Partially kept,1670.0
C1709,97,2521,0,0,monthly,7.0,228.0,False,True,2708,732,16.68,22,monthly,50,38.85,904.7,470,15,7,569.48,1202.23,True,True,,15,691,0,0,69.62,False,False,False,Refinance,,,1428.34
C1710,27,0,3976,0,,,,False,False,2709,1579,20.45,8,weekly,100,200.88,1707.04,52,7,1,783.2,2289.36,True,False,,13,743,0,0,61.97,False,False,False,Refinance,,,1560.92
C1711,94,0,2145,0,,,,False,False,2710,2589,15.9,16,biweekly,100,170.35,2825.6,95,6,4,1929.78,4073.98,True,True,,1,737,0,0,46.55,False,False,False,Refinance,,,1008.87
C1712,54,1625,0,1159,weekly,27.0,335.0,False,False,2711,4707,28.2,14,monthly,100,398.45,5678.3,47,1,13,234.27,732.72,True,False,,0,709,0,0,61.54,False,False,False,Refinance,,,890.94
C1713,98,3113,0,0,monthly,37.0,160.0,False,False,2712,2544,18.57,15,weekly,100,174.49,2717.35,76,10,0,2065.19,4782.54,True,False,False,8,821,5812,0,50.1,False,True,False,Extended_payment_plan,Yes,not kept,0.0
C1714,64,2621,0,3102,weekly,46.0,146.0,False,False,2713,632,26.01,20,biweekly,50,35.02,750.4,132,9,2,612.32,1292.68,True,True,,12,648,0,0,69.19,False,False,False,Refinance,,,1087.98
C1715,76,2146,0,191,monthly,40.0,538.0,False,False,2714,2612,26.58,16,monthly,100,195.67,3230.72,71,2,12,626.7,1509.38,True,False,,19,733,0,0,59.4,False,False,False,Refinance,,,1248.39
C1716,57,2828,0,2495,monthly,70.0,121.0,False,False,2715,759,27.71,6,monthly,50,136.92,871.52,20,0,1,146.92,881.52,False,False,,2,426,0,0,97.34,False,False,False,Refinance,,,1309.54
C1717,80,838,0,0,monthly,6.0,257.0,False,False,2716,2915,18.88,20,weekly,100,151.37,3127.4,112,16,3,2405.96,5079.25,True,True,False,1,408,1659,0,27.67,True,False,False,Refinance,Yes,not kept,0.0
C1718,72,897,0,0,weekly,78.0,91.0,False,False,2717,2748,14.44,9,biweekly,100,313.87,2924.83,41,2,7,298.37,1026.11,True,False,,6,415,0,0,37.07,False,False,False,Refinance,,,1367.44
C1719,90,3996,0,3796,weekly,20.0,251.0,False,False,2718,1952,21.59,16,weekly,100,126.35,2121.6,4,0,15,9.05,235.4,False,False,True,13,806,5589,3907,92.64,True,False,True,Settlement_plans_with_waive_off,Yes,Partially kept,3907.0
C1720,63,4649,0,0,biweekly,12.0,63.0,False,False,2719,4015,23.09,6,weekly,100,679.6,4177.6,36,5,0,1503.94,5681.54,True,False,True,4,578,1157,907,45.49,True,False,False,Refinance,No,Partially kept,907.0
C1721,35,1020,0,0,monthly,54.0,60.0,False,False,2720,4609,22.75,24,monthly,100,240.82,5879.68,348,11,4,4424.76,9341.16,True,True,,10,444,0,0,22.85,False,False,False,Refinance,,,1584.1
C1722,32,0,956,0,,,,False,False,2721,2880,11.92,16,weekly,100,183.53,3036.48,3,0,5,63.56,2182.39,False,False,,19,845,0,0,43.72,False,False,False,Refinance,,,1476.38
C1723,42,524,0,4592,weekly,0.0,0.0,False,False,2722,1707,23.51,24,weekly,100,75.21,1905.04,43,6,2,754.49,2509.11,True,False,False,0,822,1442,0,65.38,True,True,True,Settlement_plans_with_waive_off,No,not kept,0.0
C1724,84,3025,0,0,monthly,13.0,608.0,False,False,2723,2587,27.84,12,weekly,100,223.16,2777.92,50,7,1,1277.38,3832.14,True,False,True,0,830,9276,3909,66.71,True,False,False,Refinance,Yes,Partially kept,3909.0
C1725,67,924,0,0,biweekly,98.0,106.0,False,False,2724,129,17.81,19,biweekly,50,7.26,187.94,175,12,5,136.48,288.12,True,True,True,15,468,87,59,73.11,True,True,True,Refinance,No,Partially kept,59.0
C1726,100,3756,0,3937,biweekly,68.0,929.0,False,False,2725,4991,24.33,15,weekly,100,345.32,5279.8,4,0,3,169.75,4413.59,False,False,,7,484,0,0,91.65,False,False,False,Refinance,,,943.09
C1727,74,2801,0,0,biweekly,61.0,287.0,False,False,2726,2060,28.71,15,monthly,100,165.07,2576.05,362,12,1,2169.88,4580.86,True,True,,12,455,0,0,61.8,False,False,False,Refinance,,,1309.16
C1728,72,4135,0,0,biweekly,72.0,132.0,False,False,2727,242,23.81,9,monthly,50,29.63,316.67,262,8,0,285.0,601.67,True,True,True,10,741,5587,1085,69.19,True,False,False,Refinance,No,Partially kept,1085.0
C1729,53,3591,0,0,weekly,320.0,379.0,False,False,2728,1324,15.95,8,monthly,100,175.55,1504.4,100,3,1,1195.97,2524.82,True,True,,6,688,0,0,87.49,False,False,False,Refinance,,,1344.04
C1730,23,0,1501,0,,,,False,False,2729,1913,21.87,8,biweekly,100,248.26,2086.08,78,5,3,1046.21,2387.51,True,False,True,12,800,9424,7278,33.01,True,False,False,Refinance,No,Partially kept,7278.0
C1731,32,2889,0,0,weekly,28.0,30.0,False,False,2730,2427,14.85,7,weekly,100,350.69,2554.83,23,3,3,345.63,1848.39,True,False,,12,624,0,0,52.27,False,False,False,Refinance,,,1238.86
C1732,81,2934,0,2760,weekly,47.0,460.0,False,False,2731,4825,14.95,17,biweekly,100,298.74,5178.58,92,6,3,3854.12,8136.48,True,True,True,5,784,2894,1239,60.18,True,True,True,Settlement_plans_with_waive_off,Yes,Partially kept,1239.0
C1733,90,1097,0,3235,biweekly,78.0,492.0,False,False,2732,4882,25.0,14,weekly,100,361.42,5159.88,7,1,5,234.69,3587.47,False,False,,18,600,0,0,72.74,False,False,False,Refinance,,,950.0
C1734,33,0,2945,2120,,,,False,False,2733,4126,13.13,9,monthly,100,483.89,4455.01,261,8,1,3574.01,7545.13,True,True,,1,672,0,0,53.0,False,False,False,Refinance,,,874.73
C1735,23,3978,0,0,monthly,24.0,49.0,False,False,2734,674,16.73,22,monthly,50,35.79,837.38,429,14,6,560.38,1183.02,True,True,,14,514,0,0,65.35,False,False,False,Refinance,,,1146.2
C1736,34,4782,0,0,weekly,33.0,96.0,False,False,2735,2822,27.21,15,biweekly,100,204.27,3164.05,185,13,1,2663.8,5623.58,True,True,,11,681,0,0,62.44,False,False,False,Refinance,,,1021.18
C1737,71,3550,0,0,biweekly,19.0,591.0,False,False,2736,3163,19.91,19,biweekly,100,179.51,3510.69,169,12,1,2998.06,6329.24,True,True,True,17,761,4656,1580,49.55,False,True,False,Extended_payment_plan,No,Partially kept,1580.0
