Customer_ID,Age,Salary_Net_Income,Social_security_net_income,Self_employed_net_income,Salary_frequency,Months_current_job,Total_experience_months,Current_Bankruptcy_status,Ever_Bankrupt,Loan_ID,Loan_Amount,Interest_rate,Tenure,Tenure_type,Fee,Recurring_payment_amount,Total_Due,No_of_days_since_last_payment,Missed_payments,On_time_payments,Penalty,Current_due,Current_delinquent,Current_default,Past_Collection_Success,Past_delinquencies,Credit_Score,Past_to_be_collected,Past_Collection_amount,Refinance,Extended_payment_plan,Settlement_plans_with_waive_off,Accepted_option,Promised_to_pay,Promised_to_pay_status
C251,28,1054,0,1264,biweekly,15.0,41.0,False,False,1250,715,28.5,7,weekly,50,104.39,780.73,7,1,1,47.34,723.68,False,False,False,6,556,7661,0,True,False,False,Refinance,No,not kept
C252,89,3369,0,0,weekly,23.0,33.0,False,False,1251,4480,15.23,18,biweekly,100,262.97,4833.46,121,8,0,4350.11,9183.57,True,True,False,3,546,4741,0,True,True,True,Refinance,No,not kept
C253,56,947,0,0,biweekly,71.0,184.0,False,False,1252,4477,18.83,13,biweekly,100,362.1,4807.3,84,6,4,2821.48,6180.38,True,False,False,5,354,4801,0,True,True,True,Settlement_plans_with_waive_off,No,not kept
C254,62,2383,0,4497,weekly,60.0,108.0,False,False,1253,4183,28.9,21,biweekly,100,224.44,4813.24,228,16,5,3321.94,7012.98,True,True,True,11,383,5127,323,False,False,True,Settlement_plans_with_waive_off,No,Partially kept
C255,84,1709,0,4629,weekly,82.0,186.0,False,False,1254,614,29.54,8,monthly,50,85.49,733.92,54,1,2,303.99,866.93,True,False,False,2,343,6121,0,True,False,False,Refinance,Yes,not kept
C256,35,2037,0,0,weekly,88.0,193.0,False,False,1255,4643,18.65,8,monthly,100,621.7,5073.6,186,6,2,3447.18,7277.38,True,True,N/A,0,717,0,0,False,False,False,N/A,N/A,N/A
C257,62,4233,0,0,monthly,425.0,481.0,False,False,1256,1211,23.29,10,biweekly,100,127.15,1371.5,140,10,0,1234.35,2605.85,True,True,False,14,809,3684,0,True,False,False,Refinance,Yes,not kept
C258,69,3046,0,566,monthly,169.0,489.0,False,True,1257,2758,14.72,25,weekly,100,114.43,2960.75,156,22,1,2561.69,5408.01,True,True,N/A,13,652,0,0,False,False,False,N/A,N/A,N/A
C259,63,1518,0,3491,monthly,35.0,290.0,False,False,1258,459,10.14,21,weekly,50,22.33,518.93,122,17,1,446.94,943.54,True,True,True,0,721,5602,4156,False,True,True,Settlement_plans_with_waive_off,No,Partially kept
C260,36,1073,0,235,biweekly,52.0,134.0,False,False,1259,4233,27.67,6,weekly,100,718.7,4412.2,38,5,1,1403.53,5097.03,True,False,False,18,473,2120,0,False,False,True,Settlement_plans_with_waive_off,Yes,not kept
C261,59,1973,0,0,biweekly,4.0,22.0,False,False,1260,2535,13.56,14,biweekly,100,188.23,2735.22,42,3,7,595.4,2013.01,True,False,N/A,12,815,0,0,False,False,False,N/A,N/A,N/A
C262,20,1110,0,3824,monthly,6.0,19.0,False,False,1261,1465,25.85,18,biweekly,100,89.29,1707.22,50,3,2,764.32,2292.96,True,False,N/A,3,684,0,0,False,False,False,N/A,N/A,N/A
C263,69,2099,0,0,monthly,60.0,183.0,False,True,1262,3677,20.63,15,biweekly,100,260.98,4014.7,207,14,1,3378.35,7132.07,True,True,N/A,19,492,0,0,False,False,False,N/A,N/A,N/A
C264,19,2040,0,3946,weekly,3.0,4.0,False,False,1263,4056,15.1,15,monthly,100,298.41,4576.15,76,2,4,2570.71,5953.22,True,False,True,10,717,1898,180,True,False,False,Refinance,No,Partially kept
C265,63,0,2777,0,,,,False,False,1264,2965,24.03,7,weekly,100,431.44,3120.08,24,3,4,334.64,1728.96,True,False,True,1,438,4116,3695,False,False,True,Settlement_plans_with_waive_off,No,Partially kept
C266,79,4208,0,0,biweekly,71.0,509.0,False,False,1265,4939,11.1,25,biweekly,100,208.71,5317.75,241,17,3,4222.46,8914.08,True,True,True,8,490,7889,951,True,False,False,Refinance,Yes,Partially kept
C267,99,1772,0,0,biweekly,85.0,407.0,False,False,1266,2333,20.44,14,biweekly,100,176.64,2572.96,143,10,2,1997.71,4217.39,True,True,False,8,508,7257,0,True,False,False,Refinance,Yes,not kept
C268,31,4944,0,0,biweekly,1.0,2.0,False,False,1267,2899,28.16,19,monthly,100,190.87,3726.53,507,16,3,2838.53,5992.45,True,True,N/A,1,523,0,0,False,False,False,N/A,N/A,N/A
C269,54,4856,0,0,biweekly,60.0,381.0,False,False,1268,237,19.65,18,weekly,50,13.64,295.52,42,6,4,101.2,342.16,True,False,True,11,359,3570,2914,True,False,True,Settlement_plans_with_waive_off,No,Partially kept
C270,34,752,0,0,monthly,4.0,185.0,False,False,1269,1325,23.47,21,weekly,100,66.27,1491.67,100,14,3,1163.57,2456.43,True,True,False,19,659,1173,0,True,False,False,Refinance,Yes,not kept
C271,68,0,3019,0,,,,False,False,1270,2953,10.84,18,monthly,100,178.49,3312.82,221,7,11,1214.49,2563.92,True,True,N/A,18,719,0,0,False,False,False,N/A,N/A,N/A
C272,54,3046,0,0,weekly,30.0,138.0,False,False,1271,1758,25.48,7,weekly,100,256.09,1892.63,28,4,3,314.82,1439.18,True,False,True,5,581,4520,2677,False,True,True,Extended_payment_plan,No,Partially kept
C273,45,4708,0,4482,weekly,26.0,191.0,False,False,1272,230,20.7,24,monthly,50,11.78,332.72,49,1,16,70.68,214.92,True,False,False,19,821,325,0,True,True,False,Extended_payment_plan,No,not kept
C274,85,1503,0,288,monthly,5.0,21.0,False,False,1273,4660,12.09,6,biweekly,100,789.36,4836.16,69,4,2,2247.63,5505.07,True,False,N/A,18,528,0,0,False,False,False,N/A,N/A,N/A
C275,45,3812,0,0,monthly,15.0,263.0,False,False,1274,4566,15.79,9,biweekly,100,522.86,4805.74,16,1,6,266.97,1935.55,True,False,False,7,706,4195,0,True,False,False,Refinance,Yes,not kept
C276,47,4677,0,0,weekly,85.0,271.0,False,False,1275,1989,17.75,25,biweekly,100,86.81,2270.25,250,17,4,1730.71,3653.72,True,True,N/A,5,332,0,0,False,False,False,N/A,N/A,N/A
C277,27,0,4135,0,,,,False,False,1276,3031,21.18,21,monthly,100,173.99,3753.79,375,12,3,2908.64,6140.46,True,True,False,18,350,444,0,True,False,True,Settlement_plans_with_waive_off,No,not kept
C278,46,4610,0,0,biweekly,10.0,62.0,False,False,1277,4463,11.86,17,monthly,100,286.49,4970.33,132,4,11,1637.05,3455.99,True,True,True,13,676,6975,2635,False,True,True,Extended_payment_plan,No,Partially kept
C279,85,4578,0,4737,weekly,32.0,39.0,False,False,1278,1997,12.88,16,weekly,100,127.46,2139.36,41,5,8,459.07,1578.75,True,False,True,15,667,5997,3352,True,True,False,Extended_payment_plan,No,Partially kept
C280,24,2514,0,0,biweekly,18.0,24.0,False,False,1279,4725,28.5,14,biweekly,100,365.9,5222.6,90,6,0,4700.34,9922.94,True,False,N/A,1,334,0,0,False,False,False,N/A,N/A,N/A
C281,80,0,2774,4064,,,,False,False,1280,4606,20.99,22,biweekly,100,229.35,5145.7,187,13,4,3805.47,8033.77,True,True,N/A,7,740,0,0,False,False,False,N/A,N/A,N/A
C282,63,2843,0,107,monthly,38.0,218.0,False,False,1281,1094,19.89,20,monthly,100,64.71,1394.2,277,9,2,1138.3,2403.08,True,True,False,2,627,6713,0,False,True,True,Settlement_plans_with_waive_off,No,not kept
C283,79,4565,0,0,weekly,70.0,388.0,False,False,1282,3909,12.91,9,monthly,100,458.03,4222.27,93,3,6,1326.68,2800.77,True,True,False,16,551,2256,0,True,False,False,Refinance,Yes,not kept
C284,21,4823,0,408,weekly,2.0,28.0,False,False,1283,2045,26.18,6,monthly,100,367.33,2303.98,128,4,2,1412.39,2981.71,True,True,True,15,554,3029,469,True,True,True,Extended_payment_plan,No,Partially kept
C285,74,0,3370,0,,,,False,False,1284,4687,21.36,16,weekly,100,303.27,4952.32,6,0,11,96.98,1713.33,False,False,N/A,15,436,0,0,False,False,False,N/A,N/A,N/A
C286,93,3377,0,2609,monthly,21.0,416.0,False,False,1285,836,11.83,13,monthly,50,68.83,944.79,384,12,0,850.31,1795.1,True,True,N/A,0,753,0,0,False,False,False,N/A,N/A,N/A
C287,55,1189,0,1928,biweekly,90.0,363.0,False,False,1286,1366,12.45,14,biweekly,100,101.11,1515.54,48,3,10,242.13,746.57,True,False,True,5,591,7499,4286,False,True,True,Settlement_plans_with_waive_off,Yes,Partially kept
C288,72,0,4885,0,,,,False,False,1287,4000,29.58,19,weekly,100,222.71,4331.49,42,6,7,1164.46,3936.98,True,False,False,2,540,8790,0,True,False,False,Refinance,Yes,not kept
C289,49,3567,0,0,biweekly,12.0,176.0,False,False,1288,4954,18.06,25,biweekly,100,216.55,5513.75,266,19,4,4182.8,8830.35,True,True,N/A,8,355,0,0,False,False,False,N/A,N/A,N/A
C290,76,0,4897,0,,,,False,False,1289,4918,27.9,21,biweekly,100,262.82,5619.22,73,5,12,1799.73,4265.11,True,False,N/A,6,845,0,0,False,False,False,N/A,N/A,N/A
C291,76,2481,0,0,monthly,7.0,218.0,False,False,1290,3355,24.02,22,biweekly,100,169.22,3822.84,230,16,5,2679.07,5655.81,True,True,True,10,392,5001,3137,True,False,False,Refinance,Yes,Partially kept
C292,91,743,0,0,biweekly,4.0,442.0,False,False,1291,2658,15.19,19,biweekly,100,148.21,2915.99,135,9,7,1690.67,3569.19,True,True,True,18,818,9548,1426,True,False,True,Settlement_plans_with_waive_off,Yes,Partially kept
C293,96,992,0,0,monthly,43.0,689.0,False,False,1292,4242,19.88,11,weekly,100,394.54,4439.94,52,7,0,2308.77,6748.71,True,False,False,14,337,9744,0,True,False,False,Refinance,No,not kept
C294,36,0,2367,0,,,,False,False,1293,2367,22.36,23,weekly,100,108.31,2591.13,92,13,9,1454.71,3071.05,True,True,False,16,407,7962,0,True,False,False,Refinance,Yes,not kept
C295,83,1194,0,0,monthly,22.0,65.0,False,True,1294,2276,20.73,25,weekly,100,95.83,2495.75,14,2,15,148.16,1206.46,True,False,N/A,7,376,0,0,False,False,False,N/A,N/A,N/A
C296,61,2254,0,0,weekly,12.0,14.0,False,False,1295,1606,10.78,12,monthly,100,141.78,1801.36,82,2,5,895.82,1988.28,True,False,True,4,847,5729,109,False,True,False,Extended_payment_plan,No,Partially kept
C297,43,4075,0,0,monthly,84.0,279.0,False,False,1296,3780,11.93,17,monthly,100,242.77,4227.09,126,4,6,2493.42,5263.89,True,True,False,16,741,6367,0,False,True,False,Extended_payment_plan,Yes,not kept
C298,31,2661,0,0,weekly,64.0,117.0,False,False,1297,2164,23.11,12,monthly,100,203.7,2544.4,136,4,5,1373.31,2899.21,True,True,N/A,4,461,0,0,False,False,False,N/A,N/A,N/A
C299,65,1403,0,0,weekly,3.0,429.0,False,False,1298,740,12.33,10,biweekly,50,75.94,809.4,33,2,0,267.1,1076.5,True,False,False,7,703,6060,0,True,False,False,Refinance,No,not kept
C300,97,2885,0,0,weekly,15.0,42.0,False,False,1299,1806,27.78,17,weekly,100,111.42,1994.14,104,14,3,1493.89,3153.77,True,True,N/A,8,806,0,0,False,False,False,N/A,N/A,N/A
C301,83,3881,0,0,weekly,17.0,775.0,False,False,1300,1228,26.69,20,weekly,100,64.76,1395.2,121,17,0,1255.68,2650.88,True,True,True,10,712,8822,3518,True,True,True,Extended_payment_plan,No,Partially kept
C302,100,1052,0,0,biweekly,59.0,283.0,False,False,1301,3200,26.39,12,biweekly,100,284.59,3515.08,111,7,4,2139.05,4515.77,True,True,True,10,305,1815,645,False,False,True,Settlement_plans_with_waive_off,Yes,Partially kept
C303,79,3265,0,779,monthly,59.0,731.0,False,False,1302,1028,29.12,7,biweekly,100,153.51,1174.57,77,5,1,786.22,1807.28,True,False,True,2,701,6291,2007,False,True,True,Extended_payment_plan,No,Partially kept
C304,40,509,0,0,weekly,3.0,3.0,False,False,1303,912,19.29,23,weekly,50,41.44,1003.12,27,3,7,192.52,905.56,True,False,True,11,311,971,402,False,False,True,Settlement_plans_with_waive_off,Yes,Partially kept
C305,70,4322,0,0,monthly,53.0,53.0,False,False,1304,2284,12.44,22,weekly,100,106.7,2447.4,28,4,16,207.26,947.46,True,False,False,17,677,5638,0,True,True,True,Extended_payment_plan,Yes,not kept
C306,92,1727,0,0,weekly,10.0,224.0,False,False,1305,2654,24.15,25,biweekly,100,119.45,3086.25,278,19,5,2240.1,4729.1,True,True,True,14,708,3147,275,False,True,True,Settlement_plans_with_waive_off,No,Partially kept
C307,77,0,4007,0,,,,False,False,1306,2405,10.66,10,monthly,100,252.41,2624.1,205,6,3,1680.18,3547.05,True,True,False,3,785,384,0,True,False,False,Refinance,Yes,not kept
C308,53,4944,0,0,monthly,5.0,7.0,False,False,1307,2038,12.46,14,weekly,100,148.2,2174.8,76,10,4,1202.32,2784.32,True,False,N/A,15,822,0,0,False,False,False,N/A,N/A,N/A
C309,84,0,2914,3659,,,,False,False,1308,4067,29.83,22,monthly,100,242.23,5429.06,43,1,18,459.64,1528.56,True,False,False,8,785,7956,0,True,True,True,Refinance,No,not kept
C310,75,528,0,0,biweekly,64.0,361.0,False,False,1309,1747,24.27,11,monthly,100,178.73,2066.03,316,10,1,1698.57,3585.87,True,True,N/A,9,560,0,0,False,False,False,N/A,N/A,N/A
C311,34,1574,0,0,weekly,9.0,94.0,False,False,1310,640,28.12,18,weekly,50,37.41,723.38,1,0,2,6.49,655.05,False,False,N/A,1,607,0,0,False,False,False,N/A,N/A,N/A
C312,73,1670,0,0,biweekly,43.0,158.0,False,False,1311,4311,12.24,17,weekly,100,258.99,4502.83,7,1,12,97.65,1492.6,False,False,True,18,439,5574,2818,True,False,False,Refinance,Yes,Partially kept
C313,98,4306,0,0,weekly,20.0,242.0,False,False,1312,4997,12.73,15,biweekly,100,346.33,5294.95,58,4,4,2267.59,6177.22,True,False,True,11,350,4733,1848,True,False,False,Refinance,No,Partially kept
C314,38,3524,0,0,biweekly,8.0,197.0,False,False,1313,4028,14.89,6,weekly,100,678.08,4168.48,37,5,1,1291.45,4781.85,True,False,False,6,779,972,0,True,True,True,Refinance,Yes,not kept
C315,18,0,733,0,,,,False,False,1314,948,13.61,21,monthly,50,50.99,1120.79,5,0,3,48.39,1016.21,False,False,False,9,836,5381,0,False,True,True,Settlement_plans_with_waive_off,No,not kept
C316,45,0,2015,0,,,,False,False,1315,4961,28.47,10,weekly,100,511.16,5211.6,57,8,1,2679.25,7379.69,True,False,False,17,614,5549,0,False,False,True,Settlement_plans_with_waive_off,No,not kept
C317,45,3585,0,3863,monthly,83.0,215.0,False,False,1316,2448,21.19,18,weekly,100,141.33,2643.94,65,9,1,1626.7,4129.31,True,False,N/A,11,438,0,0,False,False,False,N/A,N/A,N/A
C318,96,0,974,0,,,,False,False,1317,2897,10.65,7,monthly,100,428.68,3100.76,197,6,0,2790.68,5891.44,True,True,N/A,12,303,0,0,False,False,False,N/A,N/A,N/A
C319,92,0,2730,275,,,,False,False,1318,3357,12.3,25,weekly,100,138.45,3561.25,104,14,10,1959.08,4135.83,True,True,False,6,364,704,0,False,False,True,Settlement_plans_with_waive_off,Yes,not kept
C320,33,2688,0,0,biweekly,8.0,33.0,False,False,1319,3777,28.82,21,monthly,100,231.12,4953.52,616,20,1,4250.16,8972.56,True,True,True,12,383,2702,433,True,True,True,Refinance,Yes,Partially kept
C321,48,4550,0,0,monthly,22.0,186.0,False,False,1320,4755,21.89,9,weekly,100,539.52,4955.68,26,3,0,1288.48,6244.16,True,False,N/A,15,320,0,0,False,False,False,N/A,N/A,N/A
C322,46,2641,0,3576,weekly,60.0,198.0,False,False,1321,2118,25.01,18,weekly,100,123.12,2316.16,109,15,3,1752.12,3698.92,True,True,True,19,395,1587,884,False,True,True,Extended_payment_plan,No,Partially kept
C323,57,0,4791,2578,,,,False,False,1322,1429,18.69,10,weekly,100,145.74,1557.4,26,3,4,253.35,1227.79,True,False,False,18,780,3412,0,True,False,True,Settlement_plans_with_waive_off,Yes,not kept
C324,99,0,2052,4168,,,,False,False,1323,1003,13.46,16,weekly,100,64.08,1125.28,96,13,0,1012.75,2138.03,True,True,False,9,606,1533,0,True,False,True,Refinance,No,not kept
C325,41,2755,0,511,weekly,2.0,264.0,False,False,1324,4293,21.46,19,biweekly,100,245.06,4756.14,116,8,9,2295.54,4846.14,True,True,N/A,17,496,0,0,False,False,False,N/A,N/A,N/A
C326,95,3875,0,3289,monthly,34.0,838.0,False,False,1325,2987,21.77,16,monthly,100,216.77,3568.32,231,7,1,3016.4,6367.95,True,True,N/A,3,592,0,0,False,False,False,N/A,N/A,N/A
C327,98,613,0,0,monthly,78.0,516.0,False,True,1326,582,29.64,12,weekly,50,50.32,653.84,3,0,9,6.03,206.99,False,False,N/A,0,365,0,0,False,False,False,N/A,N/A,N/A
C328,88,3294,0,0,weekly,23.0,138.0,False,False,1327,625,24.95,12,biweekly,50,55.39,714.68,14,1,1,92.3,751.59,False,False,True,6,674,3745,2749,False,True,False,Extended_payment_plan,No,Partially kept
C329,30,3287,0,4670,monthly,51.0,89.0,False,False,1328,3736,22.04,7,biweekly,100,551.96,3963.72,47,3,4,825.26,2581.14,True,False,N/A,3,609,0,0,False,False,False,N/A,N/A,N/A
C330,39,2915,0,0,monthly,19.0,231.0,False,False,1329,1495,12.69,9,weekly,100,168.14,1613.26,58,8,1,838.17,2283.29,True,False,False,17,731,3649,0,False,True,True,Settlement_plans_with_waive_off,No,not kept
C331,79,0,4015,585,,,,False,True,1330,1518,13.34,13,weekly,100,118.88,1645.44,76,10,2,1069.84,2477.52,True,False,True,12,813,2948,1030,False,True,True,Settlement_plans_with_waive_off,Yes,Partially kept
C332,79,4627,0,0,monthly,72.0,450.0,False,False,1331,4891,23.03,18,weekly,100,283.3,5199.4,109,15,1,4424.49,9340.59,True,True,N/A,15,627,0,0,False,False,False,N/A,N/A,N/A
C333,84,3565,0,4224,monthly,46.0,431.0,False,False,1332,2872,24.74,22,biweekly,100,145.3,3296.6,108,7,6,2182.32,4607.12,True,True,True,9,430,8980,5692,False,False,True,Settlement_plans_with_waive_off,No,Partially kept
C334,50,0,4740,3535,,,,False,False,1333,1594,25.08,20,weekly,100,83.8,1776.0,58,8,11,495.44,1349.64,True,False,False,11,351,9819,0,False,True,False,Extended_payment_plan,Yes,not kept
C335,88,1377,0,0,weekly,41.0,74.0,False,False,1334,4842,12.25,7,monthly,100,720.25,5141.75,145,4,2,3331.12,7032.37,True,True,N/A,5,351,0,0,False,False,False,N/A,N/A,N/A
C336,96,3852,0,4130,biweekly,52.0,778.0,False,False,1335,235,20.67,23,monthly,50,12.46,336.58,43,1,10,91.15,303.13,True,False,True,17,677,6583,5704,True,True,True,Extended_payment_plan,No,Partially kept
C337,65,0,3734,4033,,,,False,False,1336,1435,15.73,6,weekly,100,241.71,1550.26,25,3,2,266.71,1333.55,True,False,N/A,17,520,0,0,False,False,False,N/A,N/A,N/A
C338,27,0,4565,0,,,,False,False,1337,4154,14.3,23,weekly,100,186.63,4392.49,99,14,9,2441.54,5154.36,True,True,False,19,833,9895,0,False,True,True,Settlement_plans_with_waive_off,No,not kept
C339,18,1298,0,0,weekly,0.0,0.0,False,False,1338,2787,27.57,8,weekly,100,356.74,2953.92,34,4,3,640.46,2524.16,True,False,False,4,614,2964,0,True,False,True,Settlement_plans_with_waive_off,No,not kept
C340,89,0,2828,0,,,,False,False,1339,120,17.8,8,biweekly,50,15.47,173.76,51,3,4,57.06,168.94,True,False,N/A,14,393,0,0,False,False,False,N/A,N/A,N/A
C341,62,4460,0,0,biweekly,77.0,350.0,False,False,1340,4756,13.84,13,biweekly,100,379.62,5035.06,129,9,2,3848.24,8124.06,True,True,N/A,11,542,0,0,False,False,False,N/A,N/A,N/A
C342,59,4492,0,0,monthly,61.0,61.0,False,False,1341,255,15.25,15,weekly,50,17.4,311.0,103,14,1,264.24,557.84,True,True,False,18,554,1039,0,False,False,True,Settlement_plans_with_waive_off,Yes,not kept
C343,96,2377,0,4238,monthly,16.0,310.0,False,False,1342,4947,18.08,15,biweekly,100,348.44,5326.6,145,10,5,3225.96,6810.36,True,True,N/A,14,491,0,0,False,False,False,N/A,N/A,N/A
C344,36,811,0,0,weekly,31.0,44.0,False,False,1343,535,26.16,23,monthly,50,29.83,736.09,426,14,2,608.79,1285.22,True,True,False,0,495,289,0,True,True,True,Extended_payment_plan,No,not kept
C345,89,2674,0,2597,monthly,37.0,520.0,False,False,1344,1129,15.15,23,biweekly,100,52.59,1309.57,270,19,3,1036.62,2188.42,True,True,False,17,733,5729,0,True,True,False,Refinance,No,not kept
C346,28,3923,0,0,monthly,66.0,114.0,False,False,1345,3852,29.53,12,monthly,100,374.63,4595.56,203,6,1,3798.84,8019.77,True,True,True,2,414,2220,1547,True,True,True,Refinance,No,Partially kept
C347,55,3993,0,0,monthly,1.0,66.0,False,False,1346,1879,15.82,22,weekly,100,88.43,2045.46,81,11,9,1012.17,2261.76,True,False,True,12,548,5288,1301,False,True,True,Settlement_plans_with_waive_off,No,Partially kept
C348,26,1123,0,0,weekly,21.0,43.0,False,False,1347,4368,27.24,9,weekly,100,498.13,4583.17,24,3,1,980.41,5065.45,True,False,N/A,19,505,0,0,False,False,False,N/A,N/A,N/A
C349,33,0,3001,0,,,,False,False,1348,658,16.63,14,weekly,50,48.14,723.96,89,12,1,601.48,1277.3,True,False,N/A,10,577,0,0,False,False,False,N/A,N/A,N/A
C350,40,2340,0,0,monthly,126.0,145.0,False,False,1349,1461,20.78,19,monthly,100,90.89,1826.91,53,1,5,727.4,2099.86,True,False,False,9,645,129,0,False,False,True,Settlement_plans_with_waive_off,No,not kept
C351,49,4764,0,0,biweekly,16.0,168.0,False,False,1350,2222,20.93,22,monthly,100,122.48,2794.56,604,20,2,2294.64,4844.24,True,True,True,0,529,4879,1820,True,False,False,Refinance,Yes,Partially kept
C352,65,569,0,0,biweekly,40.0,443.0,False,False,1351,1551,19.97,17,biweekly,100,97.67,1760.39,72,5,9,634.58,1515.94,True,False,False,1,681,8532,0,False,True,False,Extended_payment_plan,Yes,not kept
C353,80,3024,0,835,weekly,22.0,44.0,False,False,1352,4331,20.14,22,monthly,100,237.07,5315.54,235,7,11,2436.99,5144.76,True,True,True,2,798,1388,1128,True,False,True,Settlement_plans_with_waive_off,Yes,Partially kept
C354,41,4074,0,0,monthly,9.0,24.0,False,False,1353,3675,11.47,11,monthly,100,353.55,3989.05,217,7,1,3271.95,6907.45,True,True,N/A,9,656,0,0,False,False,False,N/A,N/A,N/A
C355,92,0,3931,0,,,,False,False,1354,3933,23.33,22,weekly,100,188.14,4239.08,6,0,17,62.44,1103.14,False,False,N/A,12,629,0,0,False,False,False,N/A,N/A,N/A
C356,23,4342,0,3879,weekly,6.0,15.0,False,False,1355,4182,19.57,13,monthly,100,359.6,4774.8,325,10,1,3973.68,8388.88,True,True,False,19,769,5747,0,True,False,False,Refinance,No,not kept
C357,20,4117,0,3486,monthly,14.0,23.0,False,False,1356,4535,17.45,21,monthly,100,252.16,5395.36,428,14,2,4401.94,9292.98,True,True,N/A,2,357,0,0,False,False,False,N/A,N/A,N/A
C358,76,2668,0,4086,weekly,6.0,279.0,False,False,1357,2636,20.81,8,weekly,100,335.46,2783.68,1,0,6,7.71,778.63,False,False,True,13,347,2240,1163,False,True,True,Settlement_plans_with_waive_off,Yes,Partially kept
C359,35,1575,0,2125,biweekly,73.0,147.0,False,False,1358,1368,12.4,10,weekly,100,138.6,1486.0,66,9,1,889.28,2236.68,True,False,True,9,810,1104,117,True,True,True,Settlement_plans_with_waive_off,No,Partially kept
C360,80,1784,0,0,weekly,5.0,522.0,False,False,1359,1177,27.58,19,biweekly,100,68.73,1405.87,73,5,2,925.94,2194.35,True,False,N/A,19,515,0,0,False,False,False,N/A,N/A,N/A
C361,29,958,0,4424,weekly,43.0,60.0,False,False,1360,1236,26.55,19,biweekly,100,71.9,1466.1,183,13,0,1319.49,2785.59,True,True,False,10,763,8343,0,True,False,True,Refinance,Yes,not kept
C362,73,2421,0,2848,weekly,190.0,306.0,False,False,1361,1132,23.92,24,monthly,100,59.8,1535.2,382,12,7,1004.94,2121.54,True,True,N/A,4,327,0,0,False,False,False,N/A,N/A,N/A
C363,20,2316,0,0,biweekly,3.0,20.0,False,False,1362,2845,27.72,20,weekly,100,150.35,3107.0,69,9,5,1625.12,3980.37,True,False,N/A,7,529,0,0,False,False,False,N/A,N/A,N/A
C364,64,0,3726,0,,,,False,False,1363,3127,17.7,21,biweekly,100,160.31,3466.51,167,11,3,2687.02,5672.6,True,True,False,1,348,5918,0,True,False,False,Refinance,No,not kept
C365,32,2254,0,2733,biweekly,30.0,144.0,False,False,1364,3906,28.87,19,biweekly,100,229.16,4454.04,11,0,18,36.21,365.37,False,False,N/A,6,637,0,0,False,False,False,N/A,N/A,N/A
C366,86,682,0,0,biweekly,261.0,391.0,False,False,1365,2653,25.43,17,biweekly,100,170.15,2992.55,125,8,2,2387.02,5039.27,True,True,N/A,6,318,0,0,False,False,False,N/A,N/A,N/A
C367,18,943,0,0,weekly,0.0,0.0,False,False,1366,730,21.83,11,monthly,50,73.82,862.02,39,1,8,105.87,377.33,True,False,N/A,8,594,0,0,False,False,False,N/A,N/A,N/A
C368,75,0,1061,0,,,,False,False,1367,2868,19.21,9,biweekly,100,330.55,3074.95,40,2,0,1229.98,4304.93,True,False,N/A,7,545,0,0,False,False,False,N/A,N/A,N/A
C369,43,3283,0,0,biweekly,0.0,63.0,False,False,1368,715,26.71,19,monthly,50,46.56,934.64,203,6,3,715.46,1510.42,True,True,N/A,16,505,0,0,False,False,False,N/A,N/A,N/A
C370,71,600,0,0,monthly,22.0,530.0,False,False,1369,2867,13.07,17,biweekly,100,176.38,3098.46,22,1,16,60.8,337.18,True,False,False,14,778,3134,0,True,False,False,Refinance,No,not kept
C371,94,664,0,0,monthly,67.0,91.0,False,False,1370,1336,16.37,19,biweekly,100,74.83,1521.77,5,0,2,68.61,1440.72,False,False,False,7,706,468,0,True,True,False,Refinance,No,not kept
C372,73,4071,0,0,weekly,11.0,17.0,False,False,1371,888,10.04,12,weekly,50,74.93,949.16,73,10,2,583.49,1382.79,True,False,True,12,533,9890,1525,False,False,True,Settlement_plans_with_waive_off,Yes,Partially kept
C373,30,3754,0,3492,weekly,6.0,17.0,False,False,1372,562,21.88,8,monthly,50,76.14,659.12,103,3,0,593.21,1252.33,True,True,N/A,0,498,0,0,False,False,False,N/A,N/A,N/A
C374,88,1767,0,0,biweekly,17.0,247.0,False,False,1373,2791,21.97,24,monthly,100,144.75,3574.0,508,16,4,2695.5,5690.5,True,True,N/A,9,681,0,0,False,False,False,N/A,N/A,N/A
C375,35,1257,0,0,monthly,33.0,42.0,False,False,1374,4519,18.18,25,weekly,100,189.09,4827.25,132,18,4,3663.8,7734.69,True,True,N/A,18,736,0,0,False,False,False,N/A,N/A,N/A
C376,29,2667,0,0,monthly,10.0,65.0,False,False,1375,2817,25.52,18,monthly,100,190.0,3520.0,166,5,3,2655.0,5605.0,True,True,False,13,408,6772,0,False,False,True,Settlement_plans_with_waive_off,Yes,not kept
C377,68,4684,0,0,monthly,29.0,266.0,False,False,1376,3867,15.98,19,weekly,100,209.84,4086.96,0,0,5,0.0,3037.76,False,False,N/A,6,359,0,0,False,False,False,N/A,N/A,N/A
C378,25,4966,0,0,biweekly,40.0,47.0,False,False,1377,4697,19.67,19,weekly,100,256.67,4976.73,90,12,2,4017.05,8480.44,True,False,N/A,17,742,0,0,False,False,False,N/A,N/A,N/A
C379,89,4026,0,4546,weekly,27.0,400.0,False,False,1378,456,23.74,22,weekly,50,21.83,530.26,59,8,3,274.21,738.98,True,False,N/A,5,333,0,0,False,False,False,N/A,N/A,N/A
